FP_n1	FP_n2	FP_n3	FP_f1	FP_f2	FP_f3	FP_p1	FP_p2	FP_p3	Ch_n1	Ch_n2	Ch_n3	Ch_f1	Ch_f2	Ch_f3	Ch_p1	Ch_p2	Ch_p3	Ch_FDR005	Ch_FDR001	FP_FDR005	FP_FDR001	Protein_Group	Proteins
0	0	0	0	0	0	0	0	0	2.04	2.064	1.922	-0.148	0.046	-0.377	-0.282	-3.707	-1.56	significant	significant	not significant	not significant	G3UZ78	ADGB
0	0	0	0	0	0	0	0	0	-1.094	-0.87	-0.025	0.53	0.506	-0.156	0.222	0.202	0.685	significant	not significant	not significant	not significant	Q7TT36	ADGRA3
-0.29	0.083	-0.103	0.62	1.175	0.624	-0.587	-1.213	-0.309	-0.664	0.4	-1.613	1.52	1.427	0.926	0.127	-0.054	-2.07	significant	significant	significant	significant	"Q80TR1;Q80TR1-2"	ADGRL1
-1.865	-1.941	-2.365	0.917	0.622	0.462	1.412	1.497	1.261	-2.848	-2.043	-1.989	1.655	1.039	1.103	1.084	0.944	1.054	significant	significant	significant	significant	"Q8JZZ7;Q8JZZ7-2"	ADGRL2
0.282	0.299	0.262	-0.109	0.161	0.082	-0.277	-0.438	-0.262	0.405	-0.174	-0.139	0.43	1.181	0.068	-0.654	-0.2	-0.918	significant	not significant	significant	not significant	P28474	ADH5
0.16	0.228	0.169	-0.337	-0.264	-0.356	0.16	0.101	0.139	-0.028	0.27	0.385	0.024	0.323	-0.426	-0.085	-0.33	-0.134	not significant	not significant	significant	not significant	Q99JT9	ADI1
-1.216	-1.195	-1.101	-0.181	0.01	-0.14	1.258	1.271	1.294	-1.343	-1.221	-1.784	0.383	0.857	0.439	0.679	1.071	0.919	significant	significant	significant	significant	P55264-2	ADK
0.023	0.116	0.04	-0.082	-0.06	-0.184	0.102	-0.035	0.08	-0.63	-0.703	-0.727	0.137	0.25	0.332	0.46	0.422	0.459	significant	significant	not significant	not significant	Q9Z103	ADNP
0.251	0.136	0.219	0.14	0.091	-0.043	-0.348	-0.111	-0.334	-0.042	0.018	-0.059	0.103	0.338	0.374	-0.164	-0.209	-0.359	not significant	not significant	not significant	not significant	Q8CHC8	ADNP2
0.257	0.311	0.24	-0.519	-0.433	-0.378	0.13	0.081	0.31	0.041	-0.083	-0.022	0.717	0.711	0.311	-1.199	-0.525	0.049	significant	not significant	significant	not significant	P54923	ADPRH
0.144	0.133	0.073	-0.139	-0.205	0.21	-0.136	0.011	-0.092	-1.328	-0.7	-2.149	1.43	0.985	0.907	0.512	0.16	0.183	significant	significant	not significant	not significant	Q9JKV1	ADRM1
0.173	0.072	0.126	-0.328	-0.278	-0.272	0.129	0.161	0.217	0.796	-0.264	-0.467	0.037	-0.378	0.318	0.096	-0.496	0.359	not significant	not significant	significant	not significant	P54822	ADSL
0.172	0.167	0.12	0.322	0.4	0.385	-0.589	-0.481	-0.497	1.973	1.865	1.696	1.11	0.981	0.227	-2.503	-2.847	-2.503	significant	significant	significant	significant	P46664	ADSS2
-0.48	-0.438	-0.622	0.566	0.531	0.405	-0.046	0.063	0.022	-1.54	-1.394	-1.619	0.986	1.032	0.712	0.708	0.381	0.735	significant	significant	significant	significant	"Q9Z248;Q9Z248-2"	AEBP2
-0.379	-0.456	-0.418	0.013	-0.005	0.305	0.313	0.291	0.337	-0.523	-0.559	-0.467	0.204	0.348	0.307	0.265	0.155	0.27	significant	not significant	significant	not significant	Q9CZI9	AEN
-2.132	-2.123	-1.487	1.459	1.146	0.879	0.922	0.688	0.648	0.644	-2.303	0.939	0.693	0.761	0.389	-0.351	-0.221	-0.551	not significant	not significant	significant	significant	Q80YS6	AFAP1
-0.159	0	0.069	0.475	0.099	0.426	-0.428	-0.196	-0.285	0.484	-0.098	0.398	0.569	0.844	0.935	-1.424	-1.02	-0.688	significant	significant	significant	not significant	"D3YUD2;D3Z7L2"	AFDN
-0.081	0.014	0.022	0.083	0.133	0.121	-0.049	-0.106	-0.138	0.236	0.22	0.182	0.715	0.565	0.537	-0.668	-0.669	-1.118	significant	significant	not significant	not significant	Q9QZQ1-2	AFDN (isof.)
1.381	1.1	1.003	-0.189	-0.057	-0.671	-0.936	-0.552	-1.079	1.686	1.575	1.466	-0.654	-0.248	-0.06	-1.409	-0.525	-1.831	significant	significant	significant	significant	"A3KMF4;B1AVP1;E9Q921"	AFF1 (isof.)
0.484	0.428	-0.231	0.491	-0.221	-0.332	0.149	0.379	-1.147	1.101	1.093	0.957	-0.291	-0.236	-0.211	-0.934	-0.66	-0.818	significant	significant	not significant	not significant	O88573	AFF1
0	0	0	0	0	0	0	0	0	-0.91	-1.79	-0.775	0.331	0.032	-0.527	1.202	1.32	1.117	significant	significant	not significant	not significant	P51827	AFF3
-0.243	-0.224	0.155	-0.229	0.064	-0.106	0.066	0.276	0.241	-0.252	-0.426	-0.367	-0.119	0.062	0.015	0.321	0.4	0.366	significant	not significant	not significant	not significant	Q9ESC8	AFF4
1.142	1.236	1.43	0.613	0.476	0.551	-3.272	-0.247	-1.93	-0.505	-1.292	-1.882	0.701	0.988	0.886	0.477	0.712	-0.084	significant	significant	significant	significant	Q3V384	AFG1L
0.164	0.099	0.077	0.308	0.312	0.058	-0.341	-0.335	-0.343	-0.306	-0.332	-0.324	0.982	0.782	0.267	-0.232	-0.331	-0.506	significant	not significant	significant	not significant	Q920A7	AFG3L1
0.078	0.277	0.41	0.181	-0.122	0.055	-0.201	-0.262	-0.414	-0.014	-0.132	-0.002	0.849	0.625	-0.14	-0.336	-0.113	-0.738	not significant	not significant	not significant	not significant	Q8JZQ2	AFG3L2
1.116	0.805	0.91	-1.233	1.833	-0.465	-2.291	0.474	-1.15	-0.522	-0.257	-0.718	0.171	0.536	-0.005	0.275	0.244	0.276	significant	not significant	significant	not significant	Q8BXK8	AGAP1
0.382	0.251	0.146	-0.064	0.011	-0.154	-0.172	-0.157	-0.244	2.069	2.216	2.312	-0.273	-0.452	-0.115	-2.679	-2.469	-0.609	significant	significant	not significant	not significant	"Q8K2K6;Q8K2K6-1;Q8K2K6-3"	AGFG1
0.008	1.119	-0.727	0.192	-0.118	-0.133	-0.241	0.104	-0.205	-0.076	-0.352	-1.453	0.294	0.529	1.175	-0.197	0.385	-0.305	significant	not significant	not significant	not significant	Q7TN31	AGGF1
0.462	0.487	0.617	-0.231	-0.302	-0.339	-0.224	-0.373	-0.097	-0.07	-0.107	-0.068	0.647	0.466	0.004	-0.262	-0.256	-0.354	not significant	not significant	significant	significant	Q9ESW4	AGK
0.24	0.045	0.007	0.131	-0.43	0.513	-0.48	0.166	-0.192	0.531	0.925	1.082	1.991	-2.067	0.754	-1.226	0.841	-2.831	significant	not significant	not significant	not significant	Q8CJG1	AGO1
0.053	0.14	0.107	-0.304	-0.033	-0.111	0.181	-0.01	-0.023	0.426	0.512	0.598	-0.443	-0.352	-0.474	-0.069	-0.001	-0.197	significant	not significant	not significant	not significant	Q8CJG0	AGO2
0.552	0.774	0.674	0.329	0.774	-0.117	-0.337	-1.791	-0.858	-0.561	-0.042	-1.069	1.843	1.351	-0.572	0.215	-0.278	-0.888	significant	not significant	significant	significant	Q8K3K7	AGPAT2
-1.072	-0.887	-0.935	0.762	0.56	0.565	-0.103	0.589	0.522	-0.722	-0.664	-0.595	0.581	0.296	0.378	0.172	0.072	0.482	significant	significant	significant	significant	Q8K4X7	AGPAT4
-0.211	-0.261	-0.166	-0.641	-0.12	-0.243	-0.091	0.923	0.811	-0.396	-0.595	-0.764	-0.451	0.352	0.267	1.109	-0.422	0.901	significant	not significant	significant	not significant	Q9D1E8	AGPAT5
0.112	0.154	0.16	0.067	-0.025	-0.101	-0.072	-0.279	-0.016	0.096	0.405	0.545	0.494	-0.041	-0.4	-0.187	-0.409	-0.503	not significant	not significant	not significant	not significant	Q8C0I1	AGPS
0.563	0.459	0.228	0.28	0.189	0.148	-0.502	-0.816	-0.548	1.036	1.261	1.112	0.649	0.038	0.119	-2.652	-0.765	-0.798	significant	significant	significant	significant	"A2ASQ1-2;A2ASQ1-3"	AGRN
1.383	1.21	1.186	0.164	0.247	0.088	-1.737	-1.481	-1.059	0.695	0.831	0.883	-0.615	-0.611	-0.246	-0.128	-0.607	-0.202	significant	significant	significant	significant	M0QWP1	AGRN (isof.)
0.033	-0.005	-0.122	0.233	0.187	0.166	-0.125	-0.196	-0.17	0.219	0.207	0.19	0.006	0.056	0.139	-0.3	-0.195	-0.322	not significant	not significant	not significant	not significant	Q8CJF7	AHCTF1
-0.286	-0.19	-0.072	-0.108	-0.174	-0.097	0.277	0.249	0.4	-0.388	-0.347	-0.4	0.213	-0.023	-0.333	0.13	0.662	0.486	significant	not significant	significant	not significant	P50247	AHCY
-0.143	-0.299	-0.385	0.027	0.119	-0.095	0.352	0.232	0.192	-0.265	-0.997	-0.468	0.709	0.349	0.069	0.604	0.199	-0.199	significant	not significant	not significant	not significant	Q80SW1	AHCYL1
-0.062	-0.061	-0.116	1.02	0.855	0.794	-0.775	-0.767	-0.887	-0.369	-0.421	-0.368	0.904	0.946	1.127	-0.585	-0.63	-0.603	significant	significant	significant	significant	Q6PAL7	AHDC1
-0.77	-0.529	-0.561	-0.318	-0.185	-0.264	0.801	0.792	1.033	-0.232	-0.404	-0.486	-0.396	-0.076	-0.428	0.483	0.534	1.006	significant	not significant	significant	significant	"Q8K3E5;Q8K3E5-2"	AHI1
1.645	1.54	1.473	-0.381	-0.2	-0.397	-1.225	-1.171	-1.284	0.771	0.809	0.756	0.329	0.384	0.162	-0.972	-0.852	-1.386	significant	significant	significant	significant	E9Q616	AHNAK
-0.297	-0.325	-0.43	0.176	0.161	0.1	0.231	0.253	0.131	0.43	0.493	0.261	-0.015	0.041	-0.026	-0.492	-0.043	-0.651	significant	not significant	significant	not significant	F7CVJ5	AHNAK2
-0.193	-0.138	-0.123	0.526	0.564	0.601	-0.457	-0.452	-0.328	0.301	-0.321	-0.144	1.019	0.705	0.284	-0.521	-0.695	-0.627	significant	significant	significant	significant	Q8BK64	AHSA1
-0.982	-0.983	-0.996	0.166	0.256	0.124	0.903	0.836	0.675	-2.167	-0.485	-1.974	1.11	1.148	0.935	0.861	0.148	0.426	significant	significant	significant	significant	Q8N9S3	AHSA2
0.018	-0.057	-0.13	-0.5	-0.47	-0.603	0.64	0.495	0.607	-1.131	-0.898	-1.315	0.236	-0.072	-0.537	1.444	1.199	1.073	significant	significant	significant	significant	Q9Z0X1	AIFM1
0.692	0.822	0.948	0.485	0.222	0.349	-1.433	-0.604	-1.482	0.56	1.525	1.06	1.08	0.54	-0.933	-0.904	-1.743	-1.185	significant	significant	significant	significant	Q8BUE4	AIFM2
2.468	2.467	2.321	1.707	1.68	1.649	-3.755	-3.693	-4.845	1.826	1.722	1.689	1.636	1.361	0.918	-2.885	-3.529	-2.738	significant	significant	significant	significant	Q91VJ1	AIM2
-0.027	-0.128	-0.192	-0.103	-0.038	-0.134	0.218	0.206	0.199	0.03	0.057	0.156	0.53	0.099	-0.288	-0.32	-0.36	0.096	not significant	not significant	not significant	not significant	P31230	AIMP1
-0.044	0.096	-0.087	-0.244	-0.348	-0.181	0.276	0.254	0.278	-0.239	0.348	0.057	1.079	0.351	-0.247	-0.098	-0.502	-0.749	not significant	not significant	not significant	not significant	Q8R010	AIMP2
0.121	0.185	0.111	-0.01	0.054	0.115	-0.127	-0.135	-0.313	0.05	0.459	-0.122	1.897	1.548	1.045	-3.156	-1.336	-0.385	significant	significant	not significant	not significant	O08915	AIP
-0.002	-0.176	-0.664	1.241	0.971	1.009	-0.982	-0.6	-0.797	-0.807	-0.682	-0.578	1.326	1.544	1.279	-0.644	-0.64	-0.797	significant	significant	significant	significant	Q91XC0	AJUBA
0.516	0.387	0.386	0.182	-0.023	0.072	-0.444	-0.474	-0.603	0.351	0.304	0.225	0.587	0.848	-0.154	-1.002	-0.858	-0.301	significant	not significant	significant	significant	"Q9R0Y5;Q9R0Y5-2"	AK1
0.331	0.347	0.274	-0.337	-0.353	-0.324	0.02	0.041	0.002	1.087	1.207	0.711	0.649	0.342	-0.974	-1.289	-0.377	-1.356	significant	significant	significant	not significant	"Q9WTP6;Q9WTP6-2"	AK2
-1.237	-1.204	-1.296	-0.923	-0.771	-1.069	2.059	2.255	2.185	1.637	1.515	1.895	-1.141	-4.878	1.563	-0.319	-0.044	-0.228	significant	not significant	significant	significant	Q9WTP7	AK3
0.095	0.161	0.07	0.179	0.181	0.073	-0.306	-0.212	-0.241	1.086	1.114	0.938	2.273	1.306	0.814	-3.125	-2.077	-2.328	significant	significant	not significant	not significant	Q9WUR9	AK4
0.512	0.518	0.28	-0.198	-0.22	-0.295	-0.196	-0.239	-0.162	1.007	0.904	1.007	-0.202	-0.638	-1.051	-0.175	-0.497	-0.355	significant	significant	significant	not significant	"O08715;O08715-4"	AKAP1
0.208	-0.264	-0.048	0.19	0.522	-0.203	0.061	-0.807	0.341	-0.006	-0.179	0.204	0.431	0.658	0.118	-0.404	-0.121	-0.702	significant	not significant	not significant	not significant	O88845	AKAP10
-0.149	-0.309	-0.337	0.144	0.255	0.183	0.006	0.172	0.034	-0.593	-0.757	-1.02	0.924	0.506	0.172	0.35	0.655	-0.238	significant	significant	not significant	not significant	Q9WTQ5	AKAP12
-0.501	-0.063	-0.533	-0.082	0.113	0.031	0.309	0.415	0.311	-0.888	0.235	0.619	0.086	0.241	0.721	-0.646	0.301	-0.668	not significant	not significant	significant	not significant	E9Q394-2	AKAP13
-1.348	-1.032	5.004	1.905	-0.54	-2.235	-2.206	-1.312	1.764	0.293	0.362	0.193	-0.209	0.063	0.177	-0.524	-0.167	-0.187	not significant	not significant	not significant	not significant	A2A3V1	AKAP17B
0.027	-0.132	-0.167	0.07	0.093	0.007	-0.133	0.209	0.028	-0.064	0.041	0.395	0.802	-0.034	0.497	-0.458	-0.42	-0.758	significant	not significant	not significant	not significant	O54931-2	AKAP2
-0.18	0.151	0.123	0.188	0.148	-0.181	0.012	-0.168	-0.093	0.231	0.116	0.006	-0.166	-0.307	0.01	0.012	0.068	0.031	not significant	not significant	not significant	not significant	Q9DBR0	AKAP8
0.023	-0.14	-0.137	-0.22	-0.207	-0.038	0.241	0.174	0.303	0.753	0.618	0.66	-0.603	-0.594	-0.311	-0.221	-0.256	-0.047	significant	significant	not significant	not significant	Q9R0L7	AKAP8L
0	0	0	0	0	0	0	0	0	-0.152	-0.062	-0.401	-0.112	0.231	0.31	0.262	0.001	-0.077	not significant	not significant	not significant	not significant	E9QQ10	AKAP9
-0.53	-0.328	-0.314	0.124	0.222	0.158	0.242	0.291	0.136	-0.08	-0.073	-0.101	-0.143	-0.003	0.047	0.179	0.223	-0.049	not significant	not significant	significant	not significant	"Q70FJ1;Q70FJ1-2"	AKAP9 (isof.)
0.091	-0.4	-1.472	-0.203	-0.15	-0.014	1.015	0.93	0.204	1.008	1.301	-0.058	-0.931	-0.375	-0.287	-0.512	0.247	-0.393	significant	not significant	significant	not significant	"Q80VW7;Q80VW7-3;Q80VW7-4"	AKNA
-0.56	-0.49	-0.553	0.32	0.418	0.316	0.225	0.147	0.178	-0.736	-1.067	-0.781	1.062	1.335	1.008	-0.301	-0.311	-0.209	significant	significant	significant	significant	Q9JII6	AKR1A1
-0.326	-0.367	-0.337	0.433	0.432	0.483	-0.139	-0.123	-0.055	-0.008	0.025	0.12	0.795	0.735	0.134	-0.534	-0.588	-0.678	significant	not significant	significant	significant	P45376	AKR1B1
-1.549	-1.146	-1.75	1.023	1.149	0.908	0.324	0.441	0.6	-1.155	-0.923	-0.256	1.817	2.302	-0.11	-1.078	-0.582	-0.015	significant	significant	significant	significant	P21300	AKR1B7
-1.012	-1.114	-1.064	0.839	0.923	0.892	0.133	0.201	0.203	-0.961	-0.868	-0.886	1.434	1.68	0.561	-0.044	-0.674	-0.24	significant	significant	significant	significant	P45377	AKR1B8
0	0	0	0	0	0	0	0	0	0.118	0.45	0.427	1.488	1.844	-1.885	-1.203	-1.262	0.024	not significant	not significant	not significant	not significant	"A0A1Y7VMC8;Q8VC77;Q9CZU0"	AKR1C20
-0.405	-0.372	-0.223	0.026	-0.095	-0.003	0.475	0.222	0.376	-0.281	-0.233	-0.678	0.357	1.229	1.177	-0.528	-0.201	-0.841	significant	significant	significant	not significant	Q9DCT1	AKR1E2
0.144	0.005	0.267	0.192	0.268	0.398	-0.499	-0.38	-0.395	-1.523	-1.733	0.132	2.419	2.007	1.591	-1.17	-0.283	-1.439	significant	significant	significant	not significant	Q8CG76	AKR7A2
-0.241	-0.018	-0.04	-0.029	-0.118	0.124	0.278	0.049	-0.004	-0.658	-3.136	-3.036	1.467	1.055	1.156	0.988	1.666	0.499	significant	significant	not significant	not significant	P31750	AKT1
0.626	0.619	0.608	-0.723	-0.269	-0.193	-0.048	-0.359	-0.26	-0.629	-1.346	-1.8	-0.319	-0.01	-0.371	2.456	1.392	0.627	significant	significant	significant	significant	Q60823	AKT2
0.996	0.941	0.855	0.287	-0.299	-0.408	-0.427	-0.856	-1.089	3.882	3.712	3.849	-0.134	-2.638	-3.26	-1.644	-2.629	-1.139	significant	significant	significant	significant	P07724	ALB
-0.196	-0.027	0.405	0.296	0.201	0.392	-0.464	-0.363	-0.245	1.195	1.438	1.422	1.742	-1.201	-0.094	-1.189	-1.426	-1.888	significant	significant	significant	not significant	Q571I9	ALDH16A1
-0.26	-0.116	-0.029	0.283	0.233	0.179	-0.107	-0.086	-0.097	-0.203	-0.156	-0.141	1.495	1.043	0.001	-0.619	-0.539	-0.882	significant	significant	not significant	not significant	"Q9Z110;Q9Z110-2"	ALDH18A1
-0.051	0.025	-0.018	0.724	0.479	0.598	-0.608	-0.594	-0.554	0.421	0.557	0.554	1.22	0.945	0.523	-1.394	-1.215	-1.611	significant	significant	significant	significant	P47738	ALDH2
0.023	-0.099	-0.026	0.173	0.103	0.09	-0.19	-0.02	-0.054	0.555	0.699	0.614	0.517	0.035	-0.5	-0.319	-0.926	-0.675	significant	not significant	not significant	not significant	P47740	ALDH3A2
-0.185	-0.229	-0.09	0.224	0.132	0.136	0.012	-0.028	0.028	-0.157	-0.317	-0.472	0.825	1.008	0.474	-0.505	-0.409	-0.447	significant	significant	not significant	not significant	Q8CHT0	ALDH4A1
0.033	-0.036	0.049	0.712	0.76	0.553	-0.662	-0.721	-0.688	0.57	0.556	0.803	2.094	1.673	1.368	-3.631	-1.849	-1.584	significant	significant	significant	significant	Q9EQ20	ALDH6A1
-0.216	-0.206	-0.105	0.446	0.53	0.514	-0.402	-0.313	-0.249	-2.767	-2.538	-2.197	5.04	-2.503	4.982	-2.124	-2.069	4.178	significant	not significant	significant	significant	"Q9DBF1;Q9DBF1-2"	ALDH7A1
-0.124	-0.097	-0.104	-0.038	-0.069	0.034	0.157	0.163	0.078	-0.815	-1.352	-0.513	1.254	1.058	0.528	0.146	0.063	-0.368	significant	significant	not significant	not significant	Q9JLJ2	ALDH9A1
0.061	0.038	0.08	0.271	0.32	0.363	-0.376	-0.363	-0.394	1.749	1.962	1.958	0.444	0.908	0.072	-2.352	-2.59	-2.15	significant	significant	significant	not significant	P05064	ALDOA
0.204	0.365	0.383	0.07	-0.144	-0.078	-0.36	-0.092	-0.348	1.664	-0.266	1.247	-0.531	-0.473	-0.285	-0.861	0.067	-0.562	significant	not significant	significant	not significant	"Q921Q3;Q921Q3-2"	ALG1
0	0	0	0	0	0	0	0	0	0.004	0.609	0.107	-2.866	0.417	-1.621	1.046	1.079	1.225	significant	significant	not significant	not significant	Q3UGP8	ALG10B
0.916	0.803	0.936	-0.439	-0.499	-0.398	-0.792	-0.362	-0.164	0.601	0.851	0.812	-0.054	-0.412	-0.557	0.671	-0.105	-1.807	significant	not significant	significant	significant	Q3TZM9	ALG11
1.594	1.395	1.522	-0.253	-0.035	0.033	-1.586	-1.264	-1.407	1.939	1.99	1.864	0.419	0.447	-0.012	-2.375	-2.238	-2.034	significant	significant	significant	significant	Q9D8C3	ALG13
-0.034	-0.168	0.084	-0.321	-0.159	-0.323	0.145	0.111	0.666	0.792	0.562	0.268	-0.209	-0.903	-0.878	0.413	0.111	-0.155	significant	not significant	not significant	not significant	Q9DBE8	ALG2
0	0	0	0	0	0	0	0	0	-0.372	-0.443	-0.336	0.34	-0.33	0.02	0.366	0.414	0.34	not significant	not significant	not significant	not significant	Q8K2A8	ALG3
0.405	0.422	0.333	-0.633	-0.327	-0.641	0.136	0.144	0.161	1.305	1.172	1.12	-1.87	-0.52	-1.022	-0.43	-0.561	0.806	significant	significant	significant	significant	Q9DB25	ALG5
0	0	0	0	0	0	0	0	0	0.649	0.631	0.66	0.054	-0.329	-0.091	-0.227	-0.791	-0.554	significant	significant	not significant	not significant	Q6P6J4	ALKBH2
0.013	0.122	0.206	-0.487	-0.226	-0.181	0.136	0.324	0.094	-0.046	-0.09	-0.247	-0.358	-0.176	0.022	0.517	0.187	0.192	not significant	not significant	not significant	not significant	Q3TSG4	ALKBH5
0.81	0.647	0.762	-0.527	-0.893	-0.801	-0.526	-0.103	0.631	1.184	1.178	1.496	-1.077	-0.102	-0.478	-0.345	-0.335	-1.521	significant	significant	significant	significant	A0A1D5RMI8	ALMS1 (isof.)
0.206	0.022	-0.011	-0.449	-0.12	-0.487	0.199	0.371	0.268	0.236	0.141	0.137	-0.179	-0.27	-0.287	0.117	0.231	-0.126	not significant	not significant	significant	not significant	Q8K4E0	ALMS1
1.592	1.599	1.58	0.158	0.148	0.06	-1.749	-1.609	-1.781	2.919	2.745	2.721	-0.776	2.042	-3.235	0.46	-3.211	-3.665	significant	significant	significant	significant	P09242	ALPL
-0.548	-0.402	-0.387	-0.428	-0.293	0.022	0.687	0.697	0.653	-0.458	-0.654	-0.622	0.307	-0.403	0.149	0.923	0.22	0.537	significant	not significant	significant	significant	Q920R0	ALS2
0.159	0.262	0.259	-0.599	-0.456	-0.422	0.304	0.277	0.216	0.131	0.051	0.107	-0.317	-0.349	-0.381	0.297	0.091	0.37	not significant	not significant	significant	significant	O08583	ALYREF
0	0	0	0	0	0	0	0	0	0.215	-0.003	0.255	0.089	-0.197	-0.156	0.167	-0.593	0.223	not significant	not significant	not significant	not significant	G3X9I4	ALYREF2
0.074	0.092	0.812	0.367	-2.88	1.272	0.271	-0.125	0.117	-0.06	0.068	-0.231	0.318	-0.323	-0.307	-0.184	0.252	0.467	not significant	not significant	not significant	not significant	"A2AH22;A2AH22-2;A2AH22-6"	AMBRA1
0.158	0.699	0.085	-0.684	-0.456	-0.974	0.158	0.818	0.196	0.049	-0.15	-0.108	-0.575	-0.13	-1.128	0.917	0.558	0.566	significant	not significant	significant	significant	Q7TS75	AMER1
-0.123	-0.217	0.075	0.578	-0.853	0.603	0.011	-0.426	0.352	1.556	-1.412	1.457	0.033	-0.181	-0.862	0	-0.812	0.222	not significant	not significant	not significant	not significant	Q8CCJ4	AMER2
-0.531	-1.097	-0.569	-0.718	0.112	0.102	0.986	0.609	1.107	-0.707	-2.736	-1.233	0.597	1.029	0.581	1.033	0.643	0.793	significant	significant	significant	significant	Q8JZZ6	AMMECR1L
1.079	0.915	0.834	-1.366	-1.662	-0.798	0.275	0.393	0.329	-1.78	-3.147	-1.561	0.434	0.114	0.362	2.021	1.76	1.796	significant	significant	significant	significant	Q8VHG2	AMOT
-2.306	-1.458	-1.321	0.768	0.295	0.548	1.166	1.15	1.156	-1.217	-0.889	-1.572	0.146	0.332	0.326	1.113	0.946	0.815	significant	significant	significant	significant	"Q9D4H4;Q9D4H4-2"	AMOTL1
-0.577	-0.209	-0.239	0.561	0.544	0.387	-0.01	-0.236	-0.221	-1.051	-0.762	-0.674	1.104	0.955	0.658	0.022	-0.114	-0.137	significant	significant	significant	not significant	Q8K371	AMOTL2
-0.632	-0.764	-0.746	0.216	0.108	0.273	0.585	0.413	0.548	-1.175	-0.46	-1.038	1.739	-0.198	0.787	-0.761	0.369	0.737	significant	not significant	significant	significant	Q9DBT5	AMPD2
0.722	0.835	0.703	-0.243	-0.133	-0.278	-0.587	-0.545	-0.474	1.063	0.892	0.839	0.276	0.066	-0.162	-0.681	-1.499	-0.793	significant	significant	significant	significant	Q8CFA2	AMT
0.069	-0.035	0.105	-0.113	-0.258	-0.176	0.204	-0.07	0.273	-0.378	-0.267	-0.365	0.271	0.182	-0.527	0.495	0.335	0.255	not significant	not significant	not significant	not significant	P53995	ANAPC1
0.058	-0.101	-0.079	-0.426	-0.369	-0.192	0.214	0.618	0.278	-0.797	-0.668	-0.952	0.565	1.371	1.727	-1.429	0.423	-0.241	significant	significant	significant	not significant	Q8K2H6	ANAPC10
-0.116	0.026	-0.087	-0.228	-0.39	-0.773	0.623	0.397	0.547	-1.771	-1.78	-1.81	0.989	0.381	0.444	0.977	1.471	1.099	significant	significant	significant	significant	Q9CPV2	ANAPC16
0.237	-0.489	-0.219	0.066	-0.069	-0.509	0.184	0.361	0.439	-0.18	-0.161	-0.208	0.328	0.383	-0.302	0.02	0.432	-0.313	not significant	not significant	not significant	not significant	Q8BZQ7	ANAPC2
0.108	0.083	0.176	-0.233	-0.344	-0.258	0.121	0.142	0.207	-0.009	0.166	0.164	0.135	-0.356	-0.486	-0.015	0.066	0.335	not significant	not significant	not significant	not significant	Q91W96	ANAPC4
0.18	0.179	0.042	-0.332	-0.357	-0.247	0.2	0.204	0.131	-0.44	0.35	0.07	0.333	-0.133	0.003	-0.191	-0.591	0.599	not significant	not significant	significant	not significant	"Q8BTZ4;Q8BTZ4-2"	ANAPC5
0.005	0.151	0.039	-0.174	-0.27	-0.173	0.052	0.242	0.127	-0.118	-0.074	-0.287	-0.005	-0.05	-0.179	0.295	0.067	0.351	not significant	not significant	not significant	not significant	Q9WVM3	ANAPC7
0.186	0.55	0.512	0.176	-0.776	-0.383	0.138	0.122	-0.524	0.762	1.053	0.264	0.307	0.921	0.223	-0.097	-3.078	-0.356	significant	not significant	significant	not significant	"Q8K1C0;Q8K1C0-2"	ANGEL2
-1.729	-2.351	-1.471	0.233	0.325	0.351	1.658	1.57	1.413	-1.533	-2.88	-2.214	0.923	1.245	1.055	0.981	1.095	1.328	significant	significant	significant	significant	Q8C8R3-4	ANK2
